,formula
1459,KBe2B3O7
1460,KBe2B3O7
1461,KNa2BN2
1462,KSi2BO6
1463,KPSO2
1464,La2B8O15
1465,La3Si6N11
1466,La4B10O21
1467,La3BN2O3
1468,La5S4NO2
1469,LaNO4
1470,LaPO4
1471,Mn(NbS2)3
1472,LaSi3N5
1473,LaZn(BO2)5
1474,Co
1475,TaRh3
1476,ZrBeSi
1477,Li2Ca2Si2O7
1478,Li2Ca3N6
1479,Li14P2(N2O)3
1480,Li2Ge4O9
1481,Li2S2O7
1482,Li3B11O18
1483,Li2B3PO8
1484,Li4Ca2Mg(SiN3)2
1485,Li5B(SO4)4
1486,Li2PNO2
1487,Li8NO3
1488,Li3B(PO4)2
1489,Li3AlSiO5
1490,Li6B4O9
1491,LiB3O5
1492,LiBeBO3
1493,Li4P2O7
1494,Li8PO3
1495,LiAl(GeO3)2
1496,LiCaAlN2
1497,Li8N3O
1498,LiCa3Si2N5
1499,LiLaO2
1500,Mg(NO3)2
1501,LiGe2N3
1502,LiB(S2O7)2
1503,Ge2Mo
1504,LiB(SO4)2
1505,LiCaAl3N4
1506,LiCaMgSiN3
1507,LiMg3P3O11
1508,Mg2SiO4
1509,Mg2SiO4
1510,MgSi2O5
1511,MgSiO3
1512,MgSiO3
1513,MgSiO3
1514,MgS2O7
1515,MgSiO3
1516,MgSiO3
1517,MgSiO3
1518,Na2Al2Si3O10
1519,Na2B4O7
1520,Na2Be4B4O11
1521,Na2Ge(S2O7)3
1522,Na2LiB5(PO7)2
1523,Na2Mg2P3NO9
1524,Na2Si(S2O7)3
1525,Na3Zn(BO2)5
1526,Na3Al2(PO4)3
1527,Na4Mg3P4O15
1528,Na3Li2Al(SiO4)2
1529,Na3LiP2O7
1530,Na6Si2O7
1531,Na2SrMg(PO4)2
1532,Na2ZnB6O11
1533,KNO3
1534,Ta5Si3
1535,MgSiO3
1536,MnSe
1537,Sr4S3O
1538,SrMg3SiN4
1539,ZrSiO4
1540,Na8N3O
1541,Rb8NO3
1542,Sr4Li2Si4N8O
1543,Zn2SiO4
1544,Rb8PO3
1545,NaGa(GeO3)2
1546,Y4Si2S3O7
1547,Na5B(SO4)4
1548,SrBe2(PO4)2
1549,SiP2O7
1550,Zn2SiO4
1551,Zn2SiO4
1552,SrGe2(BO4)2
1553,Sr2Si(S2O7)4
1554,Rb5GaO4
1555,Y2SiP4O15
1556,RbMgPO4
1557,Rb5Li6(BO2)11
1558,RbBe2B3O7
1559,SrZrO3
1560,ZnSiO3
1561,NaBe(BO2)3
1562,Zr2Ga(PO4)3
1563,SrLiAl3N4
1564,SrGe(PO4)2
1565,SrMgP3N5O2
1566,Rb2Na(NO3)3
1567,ZnGeO3
1568,RbB3O5
1569,RbMgBO3
1570,SrMgB2O5
1571,Zn2SiO4
1572,Sr3BeB6O13
1573,Na8PO3
1574,Rb2Ca2(SiO3)3
1575,Sr3Y2(BO3)4
1576,Rb3Zn(BO2)5
1577,Na8NO3
1578,NaLi2B(PO4)2
1579,Sr2LiBeB3O8
1580,NaLaSiO4
1581,Sr3Ge2(B3O8)2
1582,SrBeB2O5
1583,NaB(S2O7)2
1584,RbY(PO3)4
1585,NaSr(PO3)3
1586,NaB(SO4)2
1587,NaAl(SiO3)2
1588,Rb4B2S4O17
1589,Si(GeN2)2
1590,Rb2Li5(BO2)7
1591,SrB4O7
1592,Y(NO3)3
1593,NaCa(PO3)3
1594,Np
1595,SiGeN2O
1596,Sr2Ge(S2O7)4
1597,Rb2Li3B(P2O7)2
1598,SrY2Si3O10
1599,Rb2GeB4O9
1600,Sr5(Ga3O7)2
1601,Rb2Si(S2O7)3
1602,ZnSiN2
1603,Y4AlSiNO8
1604,Sr6Y2Al4O15
1605,Rb3B(SO4)3
1606,Zn2SiO4
1607,Zn2SiO4
1608,Sr2Ga2O5
1609,Na7Al4P9O32
1610,Sr4Li2B12O23
1611,PSN9
1612,YBe2B5O11
1613,Y(PO3)3
1614,NiMoP2
1615,Rb2MgSi5O12
1616,Rb4Ge3B6O17
1617,Y3Al3NiGe2
1618,Y(PO3)3
1619,CsMg6Si
1620,BaLaMg6
1621,CsLaMg6
1622,CeMg6C
1623,ScGe2
1624,YGe2
1625,LiMg6Mo
1626,KMg6Nb
1627,KHfMg6
1628,LiC12
1629,KLiICl
1630,H4C
1631,Rb2Ge(S2O7)3
1632,LiMg6C
1633,Mg6TiC
1634,RbMg6Ti
1635,KMg6Si
1636,KMg6Mo
1637,Y2GeRh3
1638,CsMg6Ti
1639,KMg6Ti
1640,KMg6Mo
1641,CsNaICl
1642,Mg6VC
1643,H6PbCNCl3
1644,Na2ZnSe2
1645,CsPPb(IF3)2
1646,SrMg6Ti
1647,CeSe2
1648,KMg6Ti
1649,IrO3
1650,Sn4SF6
1651,Cd4SF6
1652,Cd5(S2Cl)2
1653,Li2SiSnS4
1654,P3Pd
1655,Cu2Se
1656,SiO2
1657,Ba2NbFeO6
1658,Ce(P3Os)4
1659,La(P3Os)4
1660,Ba2Y(CuO2)3
1661,Ce(As3Ru)4
1662,Ce(FeAs3)4
1663,LiGe2(PO4)3
1664,CdS
1665,NaGe2(PO4)3
1666,K2Sn
1667,CsCr5S8
1668,BaMg6Ti
1669,VO2
1670,NbInRu
1671,AlSi
1672,In3Sb
1673,Ba2CuC(NO)2
1674,TiAgSe2
1675,Sr2CuC(NO)2
1676,RbMg6V
1677,Mg6VB
1678,KMg6V
1679,YOF
1680,SrMg6Ni
1681,BaNb2(FeO3)4
1682,K2S
1683,BaMg6Ni
1684,Mg6CoC
1685,Mg6CoC
1686,Mg6CuSi
1687,Pr3(NiGe)4
1688,BaMg6Cu
1689,KMg6Ni
1690,Mg6CuB
1691,Mg6CuC
1692,Mg6CuSi
1693,RbMg6Cu
1694,Mg6FeC
1695,BaMg6Co
1696,Na2PdS2
1697,CeMg6Fe
1698,BaMg6Fe
1699,NaVS2
1700,NaMg6Zr
1701,SrMg6Zr
1702,NaVS2
1703,BaMg6Zr
1704,RbMg6Zr
1705,Mg6ZrC
1706,RbMg6Zr
1707,KMg6Zr
1708,KMg6Zr
1709,NaYS2
1710,BaMg6Zn
1711,Mg6ZnB
1712,Mg6ZnB
1713,YMg6C
1714,YHfMg6
1715,CsMg6Zn
1716,YMg6C
1717,CeSe2
1718,CsMg6Zn
1719,Ni6Cl7
1720,AlCu
1721,Bi3O2
1722,Ce2Cu(NO)2
1723,CaC4
1724,Sn
1725,Ba2CuH6
1726,Cu3O2
1727,Na2H6Ir
1728,YFe2Bi2(SeO2)2
1729,BaNb2Fe2O9
1730,FeBiAsO
1731,Ba2NbFeO6
1732,NbSe2
1733,CoHCO4
1734,SrYMg6
1735,Ba2NbFeO6
1736,Ba4NbFeO8
1737,Nb3Si
1738,YMg6Zr
1739,LaYMg6
1740,IrO3
1741,K3V2(PO4)3
1742,Ho2Co17
1743,LiMnSe2
1744,Co2MoS4
1745,MgCuO2
1746,Ba4Cu3PbO9
1747,CuS
1748,KCuCl3
1749,Cu4O3
1750,K2Cu(ClF)2
1751,CaMg6Mo
1752,CaMg6C
1753,CaMg6Nb
1754,NaMnSe2
1755,CaMg6W
1756,CaMg6B
1757,CaMg6B
1758,CaHfMg6
1759,CaMg6C
1760,Ca2BN2F
1761,CaYMg6
1762,LaMg6Al
1763,CaMg6Zr
1764,BaMg6Al
1765,Mg6AlC
1766,CaYMg6
1767,Sr2BN2F
1768,HfMg15
1769,Mg15Sb
1770,Mg15Cd
1771,Mg15Cr
1772,Mg15W
1773,LiMg15
1774,Mg15Bi
1775,Mg15Mo
1776,Mg15C
1777,KMg15
1778,NaMg15
1779,Mg15Nb
1780,Mg15Ga
1781,Mg15Al
1782,Mg15Mn
1783,CaMg15
1784,Mg15Si
1785,YMg15
1786,SrMg15
1787,Mg15B
1788,RbMg15
1789,CsMg15
1790,Mg15Sn
1791,SiS
1792,AlSb
1793,MoS2
1794,WS2
1795,Te2W
1796,Te2MoWSe2
1797,MoWSe4
1798,WSeS
1799,MoW(SeS)2
1800,TeWS
1801,Te2MoWS2
1802,WSe2
1803,MoSe2
1804,Te2Mo
1805,WSe2
1806,WS2
1807,Te2Mo
1808,MoS2
1809,MoSe2
1810,Te4MoW
1811,Te2W
1812,TeWSe
1813,Te2MoWSe2
1814,TeMoSe
1815,MoSeS
1816,MoWS4
1817,MoW(SeS)2
1818,TeMoS
1819,Te2MoWS2
1820,CaGe2
1821,ScNiP
1822,La4Al6O15
1823,Na6ZnSe4
1824,Na4Zn3Se5
1825,Na2Zn2Se3
1826,Na2Zn3Se4
1827,Na2Zn2Se3
1828,Na2ZnSe2
1829,Fe2SiS4
1830,Fe2SiS4
1831,Na2ZnS2
1832,Na2Zn3S4
1833,Na4Zn3S5
1834,SiPt2
1835,Na2Zn3S4
1836,K2Sn3O7
1837,Na2ZnS2
1838,Zr63S128
1839,Zr3(CuSi)4
1840,Hf3(CuSi)4
1841,Na2PtS2
1842,U2CrN3
1843,DyInCo4
1844,YB2Rh3
1845,YbBi2
1846,LuZn2
1847,LaScSi
1848,HoCuSn
1849,PrNiSb
1850,LaB2Pd2C
1851,TmInCu4
1852,ZrHCl
1853,PrScSi
1854,HoInCo4
1855,TbCo2B2C
1856,PrSbPd
1857,PuB2Rh3
1858,NpF5
1859,FeNiGe
1860,YSi2Ru3
1861,CeB2Pt2C
1862,YbNi4Au
1863,ErInNi4
1864,TbInPt4
1865,ErAlGe
1866,CeSbPd
1867,HoCu4Ag
1868,LiYb(CuP)2
1869,YB2Pd2C
1870,LuB2Ir3
1871,ErCu2
1872,DyB2Ir3
1873,HoCu4Au
1874,MnCoSn
1875,HoCr2Si2C
1876,ThAu2
1877,BaLiF3
1878,ErNi4Au
1879,CoNiSb
1880,Be5Fe
1881,FeNiSn
1882,GdCu4Pd
1883,NdSi2Ru3
1884,YbMgCu4
1885,HoInPt4
1886,TbCBr
1887,LuB2Rh3
1888,ThCoSi
1889,HoB2Rh3
1890,PrSiAg
1891,PrHSe
1892,ErPt5
1893,PuCu2
1894,LuInCo4
1895,ThNi2B2C
1896,PbS2
1897,ThB2Pd2C
1898,UAl2Cu3
1899,AlNi2
1900,TiGaPd
1901,FeCoGe
1902,YbB2Rh3
1903,ThSiTe
1904,ThSi2Ru3
1905,LaAg2
1906,LiAlPt
1907,LaMn2Ni3
1908,ErInCo4
1909,ReGe2
1910,NdB2Ir3
1911,PrSn2
1912,YCo2B2C
1913,YbB2Ir3
1914,TbB2Ir3
1915,TbSe2
1916,EuAsPd
1917,LaSbPd
1918,NdNiSb
1919,CeCo2B2C
1920,ErZn2
1921,ThSiPt
1922,TbGaI
1923,LiDyO2
1924,LaGe5
1925,CeAl3Pt2
1926,LuAlGe
1927,GdAlGe
1928,DyInPt4
1929,CdIBr
1930,TmCu4Ag
1931,LaScSi
1932,LuCu2
1933,UNi2B2C
1934,FeCoSn
1935,MgSi2
1936,UB2Rh2C
1937,LaCuPb
1938,TmSnGe
1939,HoCu4Pd
1940,EuAl3Cu2
1941,NpNi5
1942,USiSe
1943,DyB2Rh3
1944,CeGaGe
1945,Ti2B
1946,Cu2WSe4
1947,Cr2NiSe4
1948,UTl2O4
1949,LuGa5Co
1950,NpB6
1951,K2PuO4
1952,Te4Rh3
1953,InPPd5
1954,K2NpO4
1955,Gd2C(NO)2
1956,Zr(VGa2)2
1957,Hf(VGa2)2
1958,RuF6
1959,Ti3B4
1960,Ho(TiGa2)2
1961,Ti(MoS2)2
1962,U2Mo2C3
1963,Lu2Cr2C3
1964,HfGa5Ni
1965,Rb2CuF4
1966,Rb2NpO4
1967,Mn(CrSe2)2
1968,Tm2Cr2C3
1969,V2FeSe4
1970,Ho2B4C
1971,Cs2CaCl4
1972,CdPPt5
1973,Tb2Re2Si2C
1974,Co2NiSe4
1975,ScGa5Ni
1976,Ta4C3
1977,HfGa5Co
1978,Pr2Fe2Si2C
1979,Nb2VSe4
1980,NpGa5Ni
1981,Eu2TiO4
1982,Rb2PdCl4
1983,Ti2VSe4
1984,Al2FeS4
1985,Y2Re2Si2C
1986,Eu2AlNO3
1987,Ti(CrTe2)2
1988,Cs2PuO4
1989,Nd2Re2Si2C
1990,InAsPt5
1991,InPPt5
1992,SiPt5Pb
1993,Ti2VTe4
1994,SiAgPt5
1995,ZnPd5Se
1996,Hf4Al3
1997,V(CrS2)2
1998,ErGa5Co
1999,Rb2MgCl4
2000,TiGa5Co
2001,U2Re2C3
2002,Pr2CrS4
2003,V2CrSe4
2004,Fe(CoSe2)2
2005,Sc(TiGa2)2
2006,Ba2RuO4
2007,Tm(TiGa2)2
2008,Cr2CoTe4
2009,Dy2Re2Si2C
2010,ScGa5Fe
2011,ScGa5Co
2012,La2Re2Si2C
2013,Er2B4C
2014,TlPd5Se
2015,Sm2Re2Si2C
2016,RhF6
2017,Cs2MnCl4
2018,Tb(TiGa2)2
2019,TmGa5Co
2020,ZnPPd5
2021,MgPPd5
2022,Sm2Fe2Si2C
2023,Ti2NiS4
2024,U2W2C3
2025,Cs2CuF4
2026,Tb2Cr2C3
2027,Cs2CaBr4
2028,Pu2W2C3
2029,Ti2CoS4
2030,GaPPt5
2031,AlPPt5
2032,ZnPPt5
2033,Cs2YbH4
2034,Cs2NpO4
2035,Ce2AlNO3
2036,Sm2AlNO3
2037,Pr2AlNO3
2038,V2CrTe4
2039,Ti(CrSe2)2
2040,Sr2Cu(OF)2
2041,Ti2NiSe4
2042,Ti(VTe2)2
2043,PrIn5Rh
2044,Ce2Re2Si2C
2045,Rb2ZnF4
2046,TbGa5Co
2047,Ce2Fe2Si2C
2048,La2Fe2Si2C
2049,Ti(NbSe2)2
2050,InAsPd5
2051,CdAsPd5
2052,SnPPd5
2053,SmC6
2054,Tl2CdTe4
2055,GaPPd5
2056,HgPPd5
2057,Zr(TiGa2)2
2058,Nb2CuS4
2059,AlAsPt5
2060,Pr(Re2Si)2
2061,CdAsPt5
2062,Mn(NbS2)2
2063,TiGa5Ni
2064,Mn(AlS2)2
2065,Mn(AlTe2)2
2066,Ho2Fe2Si2C
2067,Co(NiSe2)2
2068,Nd2PdO4
2069,Ho2Re2Si2C
2070,Rb2Cr(BrCl)2
2071,V(CoSe2)2
2072,Dy2Cr2C3
2073,SiSnPt5
2074,NpGa5Co
2075,Tb2Mo2C3
2076,TlSiPt5
2077,In2AgSe4
2078,Cs2TmH4
2079,Lu(TiGa2)2
2080,Tl2CdTe4
2081,Tl2CuF4
2082,Y2Fe2Si2C
2083,Cu2WSe4
2084,Si2NiSe4
2085,V(CrTe2)2
2086,Ti2CrTe4
2087,GaAsPd5
2088,Ti2CoSe4
2089,TlPPd5
2090,Sr2ZrO4
2091,Nb2CoS4
2092,Sr4Bi2O
2093,Ce2C(NO)2
2094,TlAsPt5
2095,Er2Fe2Si2C
2096,ZrGa5Co
2097,ZnAsPt5
2098,Lu2Fe2Si2C
2099,Er(Al2Mo)2
2100,Fe(NiSe2)2
2101,Na2Ti2As2O
2102,Gd2Re2Si2C
2103,Er2Re2Si2C
2104,Dy2Mo2C3
2105,Dy(TiGa2)2
2106,Sc(VGa2)2
2107,SiSbPt5
2108,Ti2VS4
2109,Tm2Mo2C3
2110,InSiPt5
2111,CdPd5Se
2112,Y2Cr2C3
2113,TcF6
2114,ReF6
2115,YGa5Co
2116,Cd(AgI2)2
2117,V2FeTe4
2118,Tb2B4C
2119,Cr2FeTe4
2120,Th2Fe2Si2C
2121,TlPPt5
2122,Pr2Re2Si2C
2123,AgPPt5
2124,HgPPt5
2125,TbO3
2126,YbCl3
2127,LuAl2Ni
2128,LaSi2Ag
2129,TmSi2Ni
2130,HoTe3
2131,NbTl3Se4
2132,GeRu
2133,LaAu
2134,Sr2IrO4
2135,YbCl3
2136,SrCu
2137,Ce3Pd5
2138,TmCoSi2
2139,TmPt
2140,LuU2S3O2
2141,CeSi2Rh
2142,ThSi2Ni
2143,CePd7
2144,LaTe3
2145,SmSi2Ni
2146,SmO3
2147,HoGe3
2148,SmGa2Ni
2149,TmMnSi2
2150,Co3H
2151,CeI3
2152,Ta2GaC
2153,SmPt
2154,HoGa2Ni
2155,YU2S3O2
2156,CeBi2SeO4
2157,LuPt
2158,CsCuC2
2159,CuGe3
2160,Ta2AlC
2161,IrI3
2162,ThCd3
2163,ErPt
2164,CeAl2Pd5
2165,CeGa2Ni
2166,TlCu4Se3
2167,YPt
2168,TbInPt2
2169,CeFeSi2
2170,HfNi2Sb
2171,SmSi2Rh
2172,CaZrF6
2173,HfAl5Ni2
2174,SmAl2Ni
2175,HfTe3
2176,MgZrF6
2177,PrBrO2
2178,Sc3NiC4
2179,Cu2SnHgS4
2180,CeAu
2181,LuTe3
2182,NpTe3
2183,Li2NdGe
2184,TbAu3
2185,DyTe3
2186,ErO3
2187,LaZn2Co
2188,SmSi
2189,TmU2S3O2
2190,TbGe3
2191,HoClO2
2192,EuClO2
2193,NdSi2Rh
2194,LiNbSe2
2195,AlV2C
2196,Tb2CBr
2197,Nb3B4
2198,ZnCu2SnS4
2199,TiCuF6
2200,Cr3Co
2201,TmGa2Ni
2202,ErGa2Ni
2203,ZrZnF6
2204,FeCu2SiSe4
2205,NdBrO2
2206,ZrGe
2207,Ti2InN
2208,RbCu4S3
2209,BaIn2Pd
2210,CeSi2Ru
2211,ThTe3
2212,CeFeSi2
2213,Zr2TlC
2214,DyInPt2
2215,LuAu3
2216,LaAs2Au
2217,MnCu2SnTe4
2218,PrGa2Ni
2219,TmTe3
2220,MnCu2SiTe4
2221,EuBrO2
2222,Tl3VSe4
2223,Ti2GaN
2224,GaPt
2225,LuGa2Ni
2226,EuSi2Ni
2227,PrSi2Ag
2228,CoMoP2
2229,CeNiSn2
2230,TbFeSi2
2231,Ce2(CuGe)3
2232,LuAl2Pd5
2233,HoO3
2234,NbCl2O
2235,MnAg2GeTe4
2236,WS2
2237,WSe2
2238,Te2W
2239,Te2Mo(WSe2)2
2240,Mo(WSe3)2
2241,Te2Mo
2242,W3(SeS2)2
2243,Te2W3(SeS)2
2244,Te2Mo(WSe2)2
2245,W3(SeS2)2
2246,Te4Mo(WSe)2
2247,Te2W3S4
2248,Te4W3S2
2249,W3(Se2S)2
2250,MoW2(Se2S)2
2251,Te4Mo(WSe)2
2252,W3(Se2S)2
2253,VTe
2254,Te4Mo2WSe2
2255,Te6Mo2W
2256,Te2W3(SeS)2
2257,Te2Mo(WS2)2
2258,Te6Mo2W
2259,Te2MoW2(SeS)2
2260,Te4Mo2WS2
2261,MoW2(Se2S)2
2262,Te4Mo2WS2
2263,MoW2(SeS2)2
2264,Te4Mo2WSe2
2265,Te2Mo2WSe4
2266,Te4Mo2WSe2
2267,Te6MoW2
2268,Te4Mo(WSe)2
2269,Te4Mo3Se2
2270,Mo(WS3)2
2271,Te2W3S4
2272,Te4Mo(WS)2
2273,Te2MoW2(SeS)2
2274,Ni
2275,Te2Mo(WSe2)2
2276,Te2Mo(WSe2)2
2277,Te4Mo(WS)2
2278,Te2Mo(WS2)2
2279,MoW2(SeS2)2
2280,Te2MoW2(SeS)2
2281,Te2Mo3Se4
2282,Te4Mo(WSe)2
2283,Te2Mo2W(SeS)2
2284,Te4Mo(WSe)2
2285,Te4Mo3Se2
2286,MoW2(Se2S)2
2287,Te4Mo2WS2
2288,Te2MoW2(SeS)2
2289,Mo2W(Se2S)2
2290,Te4Mo2WSe2
2291,Te2Mo2WSe4
2292,Te2MoW2(SeS)2
2293,Te4Mo3S2
2294,Te2Mo2W(SeS)2
2295,Te2Mo2WSe4
2296,Te2Mo2W(SeS)2
2297,Te2Mo2WSe4
2298,Te4Mo2WSe2
2299,Mo(WSe3)2
2300,MoSe2
2301,Te2Mo(WS2)2
2302,Te2Mo2W(SeS)2
2303,Mo2WSe6
2304,MoW2(Se2S)2
2305,Mo3(Se2S)2
2306,MoW2(SeS2)2
2307,Te2Mo(WSe2)2
2308,Te2MoW2(SeS)2
2309,Te2Mo2WS4
2310,Mo2W(Se2S)2
2311,Te2Mo(WS2)2
2312,Te2Mo3(SeS)2
2313,Te2MoW2(SeS)2
2314,Mo2W(Se2S)2
2315,MoW2(Se2S)2
2316,MoS2
2317,Te2Mo3Se4
2318,Mo2W(Se2S)2
2319,Te2Mo2W(SeS)2
2320,Te2Mo2WSe4
2321,Te2MoW2(SeS)2
2322,Te4Mo2WS2
2323,Te2MoW2(SeS)2
2324,Mo2W(SeS2)2
2325,Te2Mo(WS2)2
2326,Zr(NiP)2
2327,Mo2WSe6
2328,Mo3(Se2S)2
2329,Te4Mo2WS2
2330,Mo2WS6
2331,MoW2(SeS2)2
2332,MoW2(SeS2)2
2333,Te4Mo(WS)2
2334,Mo2WS6
2335,Te2Mo2WS4
2336,Te4Mo(WS)2
2337,Mo3(SeS2)2
2338,Te2Mo2WS4
2339,Te2Mo3(SeS)2
2340,Te2Mo2WS4
2341,Te2Mo2W(SeS)2
2342,Mo2W(SeS2)2
2343,Te4Mo3S2
2344,Mo2W(SeS2)2
2345,Mo2W(Se2S)2
2346,Mo2W(SeS2)2
2347,Te2Mo2W(SeS)2
2348,Te2Mo3S4
2349,Mo3(SeS2)2
2350,Ni3Sb
2351,Te2Mo3(SeS)2
2352,Te2Mo2WS4
2353,Te2Mo2W(SeS)2
2354,Te2Mo3S4
2355,Mo2W(SeS2)2
2356,Te2Mo2W(SeS)2
2357,Mo(WS3)2
2358,TiNi2Sb
2359,Te2W3(SeS)2
2360,Te2W3Se4
2361,Te2W3Se4
2362,Te4W3Se2
2363,Te6MoW2
2364,Te4Mo(WS)2
2365,Te4W3Se2
2366,Te4W3S2
2367,NiTe
2368,Mg14SbC
2369,Mg14GaC
2370,Mg14BC
2371,Mg14MoC
2372,ZnFe3C
2373,Mg14SnC
2374,Mg14CuSi
2375,Mg14CuSi
2376,Mo3W(SeS)4
2377,MoW(SeS)2
2378,MoW(SeS)2
2379,Te2MoWSeS
2380,MoSeS
2381,Te2Mo3W(SeS2)2
2382,Te2Mo3W(SeS2)2
2383,Mo3W(SeS)4
2384,Te4MoW3(SeS)2
2385,Te2MoW3(SeS2)2
2386,Te2Mo3W(Se2S)2
2387,TeMo2SeS2
2388,Te2Mo3W(Se2S)2
2389,Mo3W(SeS3)2
2390,TeMoWSe2S
2391,TeMo2Se2S
2392,Te2MoWS2
2393,Te4Mo3W(SeS)2
2394,MoWSe3S
2395,MoWSeS3
2396,TeMoWSe2S
2397,Te4MoW3S4
2398,TeMo2Se2S
2399,Mo2Se3S
2400,Te3MoWS
2401,Te2Mo2SeS
2402,TeMoWSeS2
2403,Te2Mo3W(Se2S)2
2404,Te2Mo3W(Se2S)2
2405,HfRh3
2406,ScCo3C
2407,Te2MoW3(Se2S)2
2408,Te2MoW3(SeS2)2
2409,Te2MoWSeS
2410,TeMoWSeS2
2411,Te3MoWS
2412,Te2MoWS2
2413,Te6MoW3S2
2414,TeMoWSe2S
2415,TeMoWSeS2
2416,Mo3W(SeS)4
2417,Te4Mo3W(SeS)2
2418,Te2MoWS2
2419,Te2MoW3(Se2S)2
2420,Te2Mo(WS2)3
2421,Te2MoWSeS
2422,Te2MoWSeS
2423,TeMoWS3
2424,Te4Mo3W(SeS)2
2425,MoW(SeS)2
2426,TeMoWSeS2
2427,Te2Mo3W(SeS2)2
2428,MoW3(Se3S)2
2429,ZnCo3C
2430,TeMoWSeS2
2431,TeMoWSe2S
2432,Mo3W(Se3S)2
2433,Te2MoWS2
2434,MoW3(SeS)4
2435,MoW3(SeS3)2
2436,TeMoWSe2S
2437,MoW(SeS)2
2438,Mo3W(SeS)4
2439,Te4Mo3WS4
2440,Te4Mo3W(SeS)2
2441,Te2MoW3(Se2S)2
2442,TeMoWSe2S
2443,Te2Mo3W(Se2S)2
2444,TeMoWSe2S
2445,MoWSe3S
2446,MoW3(SeS)4
2447,MoWSe3S
2448,MoWSeS3
2449,Te2Mo3W(SeS2)2
2450,Mo3W(Se3S)2
2451,MoW(SeS)2
2452,Te2Mo3W(Se2S)2
2453,MoW(SeS)2
2454,Te6Mo3WS2
2455,Te2MoW3(SeS2)2
2456,Te2MoW3(SeS2)2
2457,MoW(SeS)2
2458,TeMoWSeS2
2459,Te4Mo3W(SeS)2
2460,Te4MoW3S4
2461,Te2MoWSeS
2462,TeMoWSeS2
2463,Te4MoW3S4
2464,TeMoWSeS2
2465,Te2MoW3(SeS2)2
2466,Te2Mo3W(SeS2)2
2467,Te4MoW3(SeS)2
2468,Mo3W(SeS)4
2469,MoWS4
2470,MoW3S8
2471,MoWSeS3
2472,Te3MoWS
2473,MoWSeS3
2474,TeMoWSeS2
2475,MoWSeS3
2476,MoWSeS3
2477,Mo3W(SeS3)2
2478,Te2Mo3W(SeS2)2
2479,TeMoWS3
2480,Te2Mo3WS6
2481,Te4Mo3W(SeS)2
2482,TeMoWSe2S
2483,Te2MoWSeS
2484,MoW3(SeS3)2
2485,Te4Mo3W(SeS)2
2486,MoWS4
2487,Te2Mo3W(Se2S)2
2488,Te2Mo2SeS
2489,Te2MoWS2
2490,TeMoWSe2S
2491,TeMoWSeS2
2492,Te4Mo3W(SeS)2
2493,Te4Mo3WS4
2494,Te4Mo3WS4
2495,TeMoS
2496,TeMoWSeS2
2497,Te2MoWSeS
2498,Te2MoWS2
2499,MoW(SeS)2
2500,Te2Mo3WS6
2501,TeMoWSeS2
2502,Te4Mo3WS4
2503,MoWSeS3
2504,Te2Mo(WS2)3
2505,Mo3W(Se3S)2
2506,Te4Mo3W(SeS)2
2507,Te6Mo3WS2
2508,Mo3W(SeS)4
2509,Te2Mo2SeS
2510,TeMoS
2511,Te2Mo3W(SeS2)2
2512,Te4Mo3WS4
2513,Te2Mo3W(Se2S)2
2514,MoW(SeS)2
2515,Te2Mo3W(SeS2)2
2516,TeMo2Se2S
2517,Te4Mo3WS4
2518,Te2Mo3W(Se2S)2
2519,Te4Mo3W(SeS)2
2520,TeMo2SeS2
2521,Mo3W(SeS3)2
2522,Mo3W(SeS)4
2523,MoWSe3S
2524,TeMoWS3
2525,TeMoWSeS2
2526,Mo2Se3S
2527,Te2MoWS2
2528,MoSeS
2529,Te2Mo3W(SeS2)2
2530,MoW(SeS)2
2531,Te2MoWSeS
2532,Te2Mo3W(Se2S)2
2533,Te2Mo3W(Se2S)2
2534,Mo3W(SeS)4
2535,MoS2
2536,TeMoWSe2S
2537,Te2Mo3W(SeS2)2
2538,TeMoWSeS2
2539,Mo3W(SeS3)2
2540,Te4Mo3W(SeS)2
2541,TeMo2Se2S
2542,Mo3W(Se3S)2
2543,TeMo2SeS2
2544,Mo3W(SeS)4
2545,Te2Mo3WS6
2546,Mo3WS8
2547,Te2Mo3W(SeS2)2
2548,TeMo2Se2S
2549,TeMo2SeS2
2550,MoSeS
2551,Te2Mo2SeS
2552,MoWSeS3
2553,Mo3W(SeS3)2
2554,Te2Mo3W(SeS2)2
2555,Mo2SeS3
2556,TeMoWSeS2
2557,Te2Mo3WS6
2558,Te2Mo3W(Se2S)2
2559,Te2MoWS2
2560,MoWSeS3
2561,TeMo2SeS2
2562,TeMoWS3
2563,Mo3W(SeS3)2
2564,Te3Mo2S
2565,Mo3WS8
2566,Mo3W(SeS3)2
2567,MoWS4
2568,TeMoWS3
2569,Te2Mo3WSe6
2570,Te4Mo3WSe4
2571,MoW(SeS)2
2572,MoWSe3S
2573,TeMo2Se3
2574,TeMoSe
2575,MoSeS
2576,Te2Mo3W(SeS2)2
2577,MoSe2
2578,TeMo2S3
2579,Te4Mo3WS4
2580,Te2Mo3WS6
2581,Te2Mo3WSe6
2582,TeMoWSe2S
2583,Mo3W(SeS)4
2584,Te2Mo3W(Se2S)2
2585,Te2Mo3W(Se2S)2
2586,Mo3W(Se3S)2
2587,Te2MoWSeS
2588,TeMoS
2589,TeMoWSeS2
2590,Te2Mo3W(SeS2)2
